accumulatorUpdates,attempt,duration,executorId,host,index,launchTime,speculative,status,taskId,taskLocality,taskMetrics.diskBytesSpilled,taskMetrics.executorBlockTime,taskMetrics.executorCpuTime,taskMetrics.executorDeserializeCpuTime,taskMetrics.executorDeserializeTime,taskMetrics.executorRunTime,taskMetrics.executorWaitTime,taskMetrics.inputMetrics.bytesRead,taskMetrics.inputMetrics.inputWaitTime,taskMetrics.inputMetrics.recordsRead,taskMetrics.jvmGcTime,taskMetrics.memoryBytesSpilled,taskMetrics.outputMetrics.bytesWritten,taskMetrics.outputMetrics.recordsWritten,taskMetrics.peakExecutionMemory,taskMetrics.resultSerializationTime,taskMetrics.resultSize,taskMetrics.shuffleReadMetrics.fetchWaitTime,taskMetrics.shuffleReadMetrics.localBlocksFetched,taskMetrics.shuffleReadMetrics.localBytesRead,taskMetrics.shuffleReadMetrics.recordsRead,taskMetrics.shuffleReadMetrics.remoteBlocksFetched,taskMetrics.shuffleReadMetrics.remoteBytesRead,taskMetrics.shuffleReadMetrics.remoteBytesReadToDisk,taskMetrics.shuffleWriteMetrics.bytesWritten,taskMetrics.shuffleWriteMetrics.recordsWritten,taskMetrics.shuffleWriteMetrics.writeTime
[],0,301389,3134,hdc49-mcc10-01-0710-1902-023-tess0035.stratus.rno.ebay.com,10,2020-07-30T05:41:13.427GMT,False,SUCCESS,30957229,PROCESS_LOCAL,6928206448,0,296332,12146321,14,301366,0,0,0,0,775,25769803776,0,0,2013593600,0,19576,3057,0,0,246745438,2,3715725510,3715725451,3404042531,246745437,2331029976
[],0,5943,3095,hdc49-mcc10-01-0710-4102-039-tess0035.stratus.rno.ebay.com,11,2020-07-30T05:41:13.428GMT,False,SUCCESS,30957230,PROCESS_LOCAL,0,0,5922,6582964,8,5927,0,0,0,0,0,0,0,0,1409613824,0,19418,0,0,0,7756934,4,118412222,0,109408424,7756930,65312322
[],0,290,3157,hdc49-mcc10-01-0710-1902-010-tess0035.stratus.rno.ebay.com,12,2020-07-30T05:41:13.428GMT,False,SUCCESS,30957231,PROCESS_LOCAL,0,0,268,10788969,13,270,0,0,0,0,0,0,0,0,281346048,0,19417,0,0,0,148246,2,2080922,0,1879499,148245,1269302
[],0,18829,2479,hdc49-mcc10-01-0710-2202-025-tess0035.stratus.rno.ebay.com,13,2020-07-30T05:41:13.428GMT,False,SUCCESS,30957232,PROCESS_LOCAL,285068095,0,18400,6825366,9,18812,0,0,0,0,175,1073741824,0,0,2013593600,0,19547,195,0,0,16523421,2,244901153,0,226788178,16523420,236038171
[],0,5492,2694,hdc49-mcc10-01-0710-2202-012-tess0035.stratus.rno.ebay.com,14,2020-07-30T05:41:13.428GMT,False,SUCCESS,30957233,PROCESS_LOCAL,0,0,5452,6509379,9,5475,0,0,0,0,0,0,0,0,1208287232,0,19418,19,0,0,6210498,4,91738157,0,84916556,6210491,49682080
[],0,2377,3193,hdc49-mcc10-01-0710-1902-022-tess0035.stratus.rno.ebay.com,15,2020-07-30T05:41:13.428GMT,False,SUCCESS,30957234,PROCESS_LOCAL,0,0,2296,10720077,12,2358,0,0,0,0,58,0,0,0,671416320,0,19461,0,0,0,2786847,2,39404153,0,36075459,2786846,20957222
[],0,7377,3083,hdc49-mcc10-01-0710-3709-009-tess0035.stratus.rno.ebay.com,16,2020-07-30T05:41:13.428GMT,False,SUCCESS,30957235,PROCESS_LOCAL,0,0,7329,6538891,9,7360,0,0,0,0,0,0,0,0,1879375872,0,19418,11,0,0,8602485,2,94724289,0,85917684,8602484,51164807
[],0,13204,3078,hdc49-mcc10-01-0710-3908-012-tess0035.stratus.rno.ebay.com,17,2020-07-30T05:41:13.428GMT,False,SUCCESS,30957236,PROCESS_LOCAL,291360819,0,13069,6658672,8,13188,0,0,0,0,0,1073741824,0,0,2013593600,1,19547,82,0,0,11031208,2,167132985,0,154176825,11031207,112106721
[],0,3419,3236,hdc49-mcc10-01-0710-3708-025-tess0035.stratus.rno.ebay.com,18,2020-07-30T05:41:13.428GMT,False,SUCCESS,30957237,PROCESS_LOCAL,0,0,3383,19087619,21,3388,0,0,0,0,0,0,0,0,805634048,0,19418,0,0,0,3880557,2,61462710,0,56665682,3880554,31561995
[],0,29344,3162,hdc49-mcc10-01-0710-1804-024-tess0035.stratus.rno.ebay.com,19,2020-07-30T05:41:13.428GMT,False,SUCCESS,30957238,PROCESS_LOCAL,603130645,0,28386,10924279,12,29324,0,0,0,0,215,2147483648,0,0,2013593600,0,19562,346,0,0,25714906,2,402945464,0,371119762,25714905,312774154
